Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_log_return,rolling_60d_return,mean_10y,std_10y,zscore_10y,mean_5y,std_5y,zscore_5y,mean_3y,std_3y,zscore_3y,is_positive,streak_id,consecutive_days,ath,drawdown,in_correction
2010-05-03 00:00:00-04:00,1188.5799560546875,1205.1300048828125,1188.5799560546875,1202.260009765625,4938050000,0.0,0.0,,,,,,,,,,,,-1,1,-1,1202.260009765625,0.0,False
2010-05-04 00:00:00-04:00,1197.5,1197.5,1168.1199951171875,1173.5999755859375,6594720000,0.0,0.0,-0.024127199957418213,,,,,,,,,,,-1,1,-2,1202.260009765625,-0.023838465845066777,False
2010-05-05 00:00:00-04:00,1169.239990234375,1175.949951171875,1158.1500244140625,1165.8699951171875,6795940000,0.0,0.0,-0.006608341800780098,,,,,,,,,,,-1,1,-3,1202.260009765625,-0.030268007213790273,False
2010-05-06 00:00:00-04:00,1164.3800048828125,1167.5799560546875,1065.7900390625,1128.1500244140625,10617810000,0.0,0.0,-0.032888440643963665,,,,,,,,,,,-1,1,-4,1202.260009765625,-0.06164222776237055,False
2010-05-07 00:00:00-04:00,1127.0400390625,1135.1300048828125,1094.1500244140625,1110.8800048828125,9472910000,0.0,0.0,-0.015426646180907493,,,,,,,,,,,-1,1,-5,1202.260009765625,-0.07600685720273322,False
2010-05-10 00:00:00-04:00,1122.27001953125,1163.8499755859375,1122.27001953125,1159.72998046875,6893700000,0.0,0.0,0.04303470414561544,,,,,,,,,,,1,2,1,1202.260009765625,-0.03537506774858629,False
2010-05-11 00:00:00-04:00,1156.3900146484375,1170.47998046875,1147.7099609375,1155.7900390625,5842550000,0.0,0.0,-0.003403075918466228,,,,,,,,,,,-1,3,-1,1202.260009765625,-0.03865218033176043,False
2010-05-12 00:00:00-04:00,1155.4300537109375,1172.8699951171875,1155.4300537109375,1171.6700439453125,5225460000,0.0,0.0,0.013645992401824483,,,,,,,,,,,1,4,1,1202.260009765625,-0.02544371897246742,False
2010-05-13 00:00:00-04:00,1170.0400390625,1173.5699462890625,1156.1400146484375,1157.43994140625,4870640000,0.0,0.0,-0.01221949988922511,,,,,,,,,,,-1,5,-1,1202.260009765625,-0.03727984628559047,False
2010-05-14 00:00:00-04:00,1157.18994140625,1157.18994140625,1126.1400146484375,1135.6800537109375,6126400000,0.0,0.0,-0.018978981387949807,,,,,,,,,,,-1,5,-2,1202.260009765625,-0.05537899914650488,False
2010-05-17 00:00:00-04:00,1136.52001953125,1141.8800048828125,1114.9599609375,1136.93994140625,5922920000,0.0,0.0,0.0011087536210084368,,,,,,,,,,,1,6,1,1202.260009765625,-0.05433106634904112,False
2010-05-18 00:00:00-04:00,1138.780029296875,1148.6600341796875,1117.199951171875,1120.800048828125,6170840000,0.0,0.0,-0.01429763178499772,,,,,,,,,,,-1,7,-1,1202.260009765625,-0.06775569367343445,False
2010-05-19 00:00:00-04:00,1119.5699462890625,1124.27001953125,1100.6600341796875,1115.050048828125,6765800000,0.0,0.0,-0.005143468860015588,,,,,,,,,,,-1,7,-2,1202.260009765625,-0.07253835295952427,False
2010-05-20 00:00:00-04:00,1107.3399658203125,1107.3399658203125,1071.5799560546875,1071.5899658203125,8328570000,0.0,0.0,-0.03975579583776626,,,,,,,,,,,-1,7,-3,1202.260009765625,-0.10868700853718491,True
2010-05-21 00:00:00-04:00,1067.260009765625,1090.1600341796875,1055.9000244140625,1087.68994140625,5452130000,0.0,0.0,0.014912632585704338,,,,,,,,,,,1,8,1,1202.260009765625,-0.09529558284294086,False
2010-05-24 00:00:00-04:00,1084.780029296875,1089.949951171875,1072.699951171875,1073.6500244140625,5224040000,0.0,0.0,-0.012992046323687721,,,,,,,,,,,-1,9,-1,1202.260009765625,-0.10697352012617838,True
2010-05-25 00:00:00-04:00,1067.4200439453125,1074.75,1040.780029296875,1074.030029296875,7329580000,0.0,0.0,0.00035387476465256084,,,,,,,,,,,1,10,1,1202.260009765625,-0.10665744466851879,True
2010-05-26 00:00:00-04:00,1075.510009765625,1090.75,1065.5899658203125,1067.949951171875,4521050000,0.0,0.0,-0.005677078693651669,,,,,,,,,,,-1,11,-1,1202.260009765625,-0.11171465199107232,True
2010-05-27 00:00:00-04:00,1074.27001953125,1103.52001953125,1074.27001953125,1103.06005859375,5698460000,0.0,0.0,0.032347311768677056,,,,,,,,,,,1,12,1,1202.260009765625,-0.08251122915683902,False
2010-05-28 00:00:00-04:00,1102.5899658203125,1102.5899658203125,1084.780029296875,1089.4100341796875,4871210000,0.0,0.0,-0.012451892345405802,,,,,,,,,,,-1,13,-1,1202.260009765625,-0.09386486672540749,False
2010-06-01 00:00:00-04:00,1087.300048828125,1094.77001953125,1069.8900146484375,1070.7099609375,5271480000,0.0,0.0,-0.017314353324598773,,,,,,,,,,,-1,13,-2,1202.260009765625,-0.10941896741102623,True
2010-06-02 00:00:00-04:00,1073.010009765625,1098.56005859375,1072.030029296875,1098.3800048828125,5026360000,0.0,0.0,0.02551442810834267,,,,,,,,,,,1,14,1,1202.260009765625,-0.0864039426072763,False
2010-06-03 00:00:00-04:00,1098.8199462890625,1105.6700439453125,1091.81005859375,1102.8299560546875,4995970000,0.0,0.0,0.004043191983442443,,,,,,,,,,,1,14,2,1202.260009765625,-0.08270262081687382,False
2010-06-04 00:00:00-04:00,1098.4300537109375,1098.4300537109375,1060.5,1064.8800048828125,6180580000,0.0,0.0,-0.035017442089831104,,,,,,,,,,,-1,15,-1,1202.260009765625,-0.11426813149145175,True
2010-06-07 00:00:00-04:00,1065.8399658203125,1071.3599853515625,1049.8599853515625,1050.469970703125,5467560000,0.0,0.0,-0.013624466165715648,,,,,,,,,,,-1,15,-2,1202.260009765625,-0.1262539199753394,True
2010-06-08 00:00:00-04:00,1050.81005859375,1063.1500244140625,1042.1700439453125,1062.0,6192750000,0.0,0.0,0.01091626764351899,,,,,,,,,,,1,16,1,1202.260009765625,-0.11666362403001997,True
2010-06-09 00:00:00-04:00,1062.75,1077.739990234375,1052.25,1055.68994140625,5983200000,0.0,0.0,-0.005959396741888012,,,,,,,,,,,-1,17,-1,1202.260009765625,-0.12191212147857114,True
2010-06-10 00:00:00-04:00,1058.77001953125,1087.8499755859375,1058.77001953125,1086.8399658203125,5144780000,0.0,0.0,0.02907984566617691,,,,,,,,,,,1,18,1,1202.260009765625,-0.09600256434364235,False
2010-06-11 00:00:00-04:00,1082.6500244140625,1092.25,1077.1199951171875,1091.5999755859375,4059280000,0.0,0.0,0.00437011574261751,,,,,,,,,,,1,18,2,1202.260009765625,-0.09204334609886938,False
2010-06-14 00:00:00-04:00,1095.0,1105.9100341796875,1089.030029296875,1089.6300048828125,4425830000,0.0,0.0,-0.0018062939317567235,,,,,,,,,,,-1,19,-1,1202.260009765625,-0.09368190239045646,False
2010-06-15 00:00:00-04:00,1091.2099609375,1115.5899658203125,1091.2099609375,1115.22998046875,4644490000,0.0,0.0,0.02322245059850045,,,,,,,,,,,1,20,1,1202.260009765625,-0.07238869178875966,False
2010-06-16 00:00:00-04:00,1114.02001953125,1118.739990234375,1107.1300048828125,1114.6099853515625,5002600000,0.0,0.0,-0.0005560893540954269,,,,,,,,,,,-1,21,-1,1202.260009765625,-0.07290438316346351,False
2010-06-17 00:00:00-04:00,1115.97998046875,1117.719970703125,1105.8699951171875,1116.0400390625,4557760000,0.0,0.0,0.001282185812389404,,,,,,,,,,,1,22,1,1202.260009765625,-0.07171491191820743,False
2010-06-18 00:00:00-04:00,1116.1600341796875,1121.010009765625,1113.9300537109375,1117.510009765625,4555360000,0.0,0.0,0.0013162641384549061,,,,,,,,,,,1,22,2,1202.260009765625,-0.07049223904280208,False
2010-06-21 00:00:00-04:00,1122.7900390625,1131.22998046875,1108.239990234375,1113.199951171875,4514360000,0.0,0.0,-0.003864297943398893,,,,,,,,,,,-1,23,-1,1202.260009765625,-0.07407720282662637,False
2010-06-22 00:00:00-04:00,1113.9000244140625,1118.5,1094.1800537109375,1095.31005859375,4514380000,0.0,0.0,-0.01620122508698942,,,,,,,,,,,-1,23,-2,1202.260009765625,-0.08895742210765573,False
2010-06-23 00:00:00-04:00,1095.5699462890625,1099.6400146484375,1085.31005859375,1092.0400390625,4526150000,0.0,0.0,-0.00298993926106872,,,,,,,,,,,-1,23,-3,1202.260009765625,-0.09167731589493014,False
2010-06-24 00:00:00-04:00,1090.9300537109375,1090.9300537109375,1071.5999755859375,1073.68994140625,4814830000,0.0,0.0,-0.016946283204951274,,,,,,,,,,,-1,23,-4,1202.260009765625,-0.1069403184960291,True
2010-06-25 00:00:00-04:00,1075.0999755859375,1083.56005859375,1067.8900146484375,1076.760009765625,5128840000,0.0,0.0,0.002855281931545411,,,,,,,,,,,1,24,1,1202.260009765625,-0.10438673746161252,True
2010-06-28 00:00:00-04:00,1077.5,1082.5999755859375,1071.449951171875,1074.5699462890625,3896410000,0.0,0.0,-0.0020360096106544403,,,,,,,,,,,-1,25,-1,1202.260009765625,-0.10620835962218779,True
2010-06-29 00:00:00-04:00,1071.0999755859375,1071.0999755859375,1035.1800537109375,1041.239990234375,6136700000,0.0,0.0,-0.03150823034220892,,,,,,,,,,,-1,25,-2,1202.260009765625,-0.13393111159260807,True
2010-06-30 00:00:00-04:00,1040.56005859375,1048.0799560546875,1028.3299560546875,1030.7099609375,5067080000,0.0,0.0,-0.01016445397333528,,,,,,,,,,,-1,25,-3,1202.260009765625,-0.14268964070556409,True
2010-07-01 00:00:00-04:00,1031.0999755859375,1033.5799560546875,1010.9099731445312,1027.3699951171875,6435770000,0.0,0.0,-0.0032457133092441124,,,,,,,,,,,-1,25,-4,1202.260009765625,-0.14546771349612758,True
2010-07-02 00:00:00-04:00,1027.6500244140625,1032.949951171875,1015.9299926757812,1022.5800170898438,3968500000,0.0,0.0,-0.004673271754301508,,,,,,,,,,,-1,25,-5,1202.260009765625,-0.14945185834702182,True
2010-07-06 00:00:00-04:00,1028.0899658203125,1042.5,1018.3499755859375,1028.06005859375,4691240000,0.0,0.0,0.005344725887457727,,,,,,,,,,,1,26,1,1202.260009765625,-0.14489374158409749,True
2010-07-07 00:00:00-04:00,1028.5400390625,1060.8900146484375,1028.5400390625,1060.27001953125,4931220000,0.0,0.0,0.030850023008263838,,,,,,,,,,,1,26,2,1202.260009765625,-0.11810256440456278,True
2010-07-08 00:00:00-04:00,1062.9200439453125,1071.25,1058.239990234375,1070.25,4548460000,0.0,0.0,0.00936865495165787,,,,,,,,,,,1,26,3,1202.260009765625,-0.10980154766302153,True
2010-07-09 00:00:00-04:00,1070.5,1078.1600341796875,1068.0999755859375,1077.9599609375,3506570000,0.0,0.0,0.007178063766629461,,,,,,,,,,,1,26,4,1202.260009765625,-0.10338865787639125,True
2010-07-12 00:00:00-04:00,1077.22998046875,1080.780029296875,1070.449951171875,1078.75,3426990000,0.0,0.0,0.0007326336059528174,,,,,,,,,,,1,26,5,1202.260009765625,-0.10273152958793223,True
2010-07-13 00:00:00-04:00,1080.6500244140625,1099.4599609375,1080.6500244140625,1095.3399658203125,4640460000,0.0,0.0,0.015261822735573064,,,,,,,,,,,1,26,6,1202.260009765625,-0.08893254626855306,False
2010-07-14 00:00:00-04:00,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,4521050000,0.0,0.0,-0.00015514366479341991,,,,,,,,,,,-1,27,-1,1202.260009765625,-0.08907388164827107,False
2010-07-15 00:00:00-04:00,1094.4599609375,1098.6600341796875,1080.530029296875,1096.47998046875,4552470000,0.0,0.0,0.0011953885564136067,,,,,,,,,,,1,28,1,1202.260009765625,-0.08798431989557427,False
